concurso,metodo,dezenas,acertos
3489,M1_aleatorio_puro,01-02-03-05-07-09-10-13-16-18-19-22-23-24-25,9
3489,M2_mais_frequentes,01-02-03-04-05-10-11-12-13-14-18-20-22-24-25,9
3489,M3_mais_atrasadas,01-02-05-06-07-09-10-16-18-19-20-21-22-23-24,10
3489,M4_par_impar_balanceado,02-03-06-08-09-11-15-16-17-18-20-21-22-24-25,11
3489,M5_soma_faixa_comum,01-02-07-08-09-10-11-12-14-15-16-18-19-21-24,9
3490,M1_aleatorio_puro,01-03-05-06-07-09-11-12-13-16-17-19-21-22-23,8
3490,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,7
3490,M3_mais_atrasadas,03-04-06-07-08-10-12-13-14-15-17-18-19-21-22,10
3490,M4_par_impar_balanceado,02-03-06-07-09-10-11-13-14-16-17-18-20-23-24,9
3490,M5_soma_faixa_comum,02-03-06-08-10-11-12-14-16-18-20-21-22-23-24,9
3491,M1_aleatorio_puro,01-02-04-06-07-08-10-13-16-19-20-21-22-23-24,10
3491,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,10
3491,M3_mais_atrasadas,01-02-05-06-08-09-10-12-14-15-16-17-20-22-24,10
3491,M4_par_impar_balanceado,01-02-03-04-05-06-14-15-16-19-20-22-23-24-25,8
3491,M5_soma_faixa_comum,01-03-05-07-08-09-10-12-13-15-18-21-22-24-25,11
3492,M1_aleatorio_puro,02-03-04-05-07-10-11-12-13-16-17-19-20-24-25,9
3492,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,9
3492,M3_mais_atrasadas,03-05-06-07-11-12-14-16-18-19-20-21-22-23-25,8
3492,M4_par_impar_balanceado,02-03-04-05-06-08-09-10-15-16-18-19-21-22-23,11
3492,M5_soma_faixa_comum,03-04-05-07-08-09-10-11-17-18-19-21-22-23-25,12
3493,M1_aleatorio_puro,01-02-04-05-06-08-09-10-12-13-14-16-17-22-24,8
3493,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,9
3493,M3_mais_atrasadas,01-03-04-05-06-07-10-11-12-14-15-16-20-21-24,11
3493,M4_par_impar_balanceado,01-02-06-07-08-11-12-13-14-15-16-17-21-22-24,8
3493,M5_soma_faixa_comum,01-03-04-05-06-07-08-12-15-17-18-21-22-23-24,8
3494,M1_aleatorio_puro,01-02-03-04-07-09-13-15-16-17-18-21-22-23-25,9
3494,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,10
3494,M3_mais_atrasadas,01-02-05-07-08-09-12-14-15-17-18-19-22-23-25,9
3494,M4_par_impar_balanceado,04-05-06-10-11-12-14-15-17-18-19-21-22-23-24,11
3494,M5_soma_faixa_comum,01-02-05-06-09-10-14-15-16-17-20-22-23-24-25,10
3495,M1_aleatorio_puro,01-04-05-08-09-12-13-16-17-18-20-21-22-24-25,8
3495,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,8
3495,M3_mais_atrasadas,02-03-05-06-07-08-12-13-14-15-18-19-20-23-24,10
3495,M4_par_impar_balanceado,02-04-08-09-11-12-15-16-17-18-19-20-22-23-25,13
3495,M5_soma_faixa_comum,01-02-06-07-09-10-11-12-13-18-19-20-21-22-24,9
3496,M1_aleatorio_puro,02-03-06-07-08-09-13-14-15-16-18-19-20-22-24,9
3496,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,9
3496,M3_mais_atrasadas,01-04-05-06-07-08-10-11-13-14-17-18-19-21-24,10
3496,M4_par_impar_balanceado,03-04-05-06-07-10-11-12-14-15-18-20-22-23-25,8
3496,M5_soma_faixa_comum,01-02-05-06-07-08-10-11-12-15-19-20-21-22-25,6
3497,M1_aleatorio_puro,06-07-08-10-11-12-14-15-17-18-19-21-22-23-25,10
3497,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,10
3497,M3_mais_atrasadas,02-03-06-07-09-10-12-15-18-19-21-22-23-24-25,10
3497,M4_par_impar_balanceado,01-02-03-06-07-08-09-10-15-18-20-22-23-24-25,8
3497,M5_soma_faixa_comum,01-03-04-06-09-12-13-15-17-18-19-20-21-22-24,10
3498,M1_aleatorio_puro,02-03-04-05-06-07-08-10-12-14-15-16-17-19-23,10
3498,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,8
3498,M3_mais_atrasadas,01-04-05-06-07-08-09-10-12-16-17-20-22-23-24,10
3498,M4_par_impar_balanceado,01-02-05-06-08-10-12-16-17-19-21-22-23-24-25,10
3498,M5_soma_faixa_comum,01-03-05-06-07-09-11-12-16-18-20-21-23-24-25,8
3499,M1_aleatorio_puro,02-03-04-07-08-09-10-12-13-15-17-18-19-20-25,9
3499,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,10
3499,M3_mais_atrasadas,01-04-05-06-08-10-11-12-13-14-17-18-20-23-25,11
3499,M4_par_impar_balanceado,03-04-06-07-08-09-10-11-12-14-15-16-20-21-25,7
3499,M5_soma_faixa_comum,01-02-04-05-07-11-13-16-17-19-20-22-23-24-25,10
3500,M1_aleatorio_puro,01-02-05-06-07-08-10-12-13-14-16-17-18-20-24,10
3500,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,9
3500,M3_mais_atrasadas,02-03-04-05-06-08-11-12-15-16-20-21-22-23-25,8
3500,M4_par_impar_balanceado,02-03-04-08-09-10-13-14-17-19-20-22-23-24-25,6
3500,M5_soma_faixa_comum,01-02-05-07-10-11-12-14-16-17-18-19-21-22-25,12
3501,M1_aleatorio_puro,02-05-06-07-08-09-10-11-13-16-17-19-20-21-25,8
3501,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,9
3501,M3_mais_atrasadas,01-02-03-07-08-13-14-15-16-17-20-22-23-24-25,9
3501,M4_par_impar_balanceado,01-02-03-04-10-11-12-13-16-18-19-20-21-22-23,11
3501,M5_soma_faixa_comum,01-02-05-07-08-10-11-12-14-18-19-20-22-23-25,8
3502,M1_aleatorio_puro,02-03-04-07-09-10-12-13-14-17-19-22-23-24-25,7
3502,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,6
3502,M3_mais_atrasadas,02-03-04-05-06-07-08-09-10-14-15-17-18-23-25,11
3502,M4_par_impar_balanceado,02-03-06-07-08-09-11-14-15-16-18-19-22-23-24,9
3502,M5_soma_faixa_comum,02-03-05-07-08-09-10-11-13-14-20-22-23-24-25,7
3503,M1_aleatorio_puro,01-02-05-08-10-12-14-16-17-18-19-20-21-22-25,9
3503,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-18-20-24-25,9
3503,M3_mais_atrasadas,01-02-03-10-11-12-13-15-17-18-19-20-22-23-24,7
3503,M4_par_impar_balanceado,01-02-06-07-09-11-12-13-14-15-16-19-20-22-24,9
3503,M5_soma_faixa_comum,01-03-04-06-08-10-11-12-13-15-17-20-21-22-24,10
3504,M1_aleatorio_puro,04-05-07-12-14-15-16-17-18-19-20-21-22-24-25,9
3504,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-18-20-24-25,7
3504,M3_mais_atrasadas,01-02-03-05-08-09-12-13-14-17-19-20-21-22-23,8
3504,M4_par_impar_balanceado,02-04-07-08-09-14-15-16-19-20-21-22-23-24-25,10
3504,M5_soma_faixa_comum,01-03-06-07-08-11-13-15-16-18-20-21-22-23-25,9
3505,M1_aleatorio_puro,01-02-03-08-09-10-11-12-13-14-15-16-19-20-23,10
3505,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-18-20-24-25,9
3505,M3_mais_atrasadas,01-03-05-08-11-13-14-15-18-19-20-21-23-24-25,9
3505,M4_par_impar_balanceado,01-04-05-06-10-12-14-15-17-18-19-21-22-23-24,6
3505,M5_soma_faixa_comum,01-02-04-05-07-10-11-13-15-16-20-21-22-23-24,9
3506,M1_aleatorio_puro,01-02-03-05-07-08-10-11-12-13-15-16-22-23-24,10
3506,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,9
3506,M3_mais_atrasadas,01-02-05-08-10-12-13-15-16-17-18-19-22-23-24,10
3506,M4_par_impar_balanceado,02-03-04-05-12-13-16-17-18-19-20-21-22-23-24,11
3506,M5_soma_faixa_comum,01-02-03-06-07-09-11-12-15-18-19-20-21-22-23,7
3507,M1_aleatorio_puro,01-02-04-05-06-07-08-12-13-16-19-20-22-23-25,7
3507,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-18-20-24-25,10
3507,M3_mais_atrasadas,01-02-07-09-10-11-13-14-15-16-17-19-20-21-22,9
3507,M4_par_impar_balanceado,02-03-05-06-09-10-11-12-13-14-16-17-20-22-23,8
3507,M5_soma_faixa_comum,03-04-07-08-09-11-12-13-14-15-16-18-19-22-24,10
3508,M1_aleatorio_puro,05-06-07-10-11-12-13-15-16-18-19-21-22-24-25,8
3508,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-18-20-24-25,9
3508,M3_mais_atrasadas,01-05-06-08-09-11-13-14-15-16-18-19-20-22-23,10
3508,M4_par_impar_balanceado,03-04-08-09-12-13-14-16-17-18-19-20-22-23-25,9
3508,M5_soma_faixa_comum,03-05-06-08-09-12-14-15-16-17-18-19-20-21-24,10
3509,M1_aleatorio_puro,02-03-07-08-09-10-11-12-16-17-21-22-23-24-25,10
3509,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,10
3509,M3_mais_atrasadas,02-03-04-05-07-08-09-10-12-14-15-18-19-23-25,10
3509,M4_par_impar_balanceado,01-02-05-06-08-09-10-11-14-15-17-18-20-21-24,7
3509,M5_soma_faixa_comum,01-05-06-07-08-09-10-12-14-15-16-17-19-21-23,10
3510,M1_aleatorio_puro,01-02-04-05-08-09-10-13-16-17-18-20-21-22-25,9
3510,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,8
3510,M3_mais_atrasadas,02-03-05-06-07-08-10-11-12-13-17-18-20-21-23,10
3510,M4_par_impar_balanceado,01-02-03-06-07-09-10-12-14-16-19-20-21-22-25,8
3510,M5_soma_faixa_comum,01-02-08-09-10-11-12-14-15-17-18-20-21-23-24,8
3511,M1_aleatorio_puro,01-04-07-08-09-10-11-12-14-15-16-18-21-24-25,7
3511,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,9
3511,M3_mais_atrasadas,03-05-06-09-10-11-12-16-18-19-20-21-22-24-25,8
3511,M4_par_impar_balanceado,02-04-06-07-08-09-13-14-15-18-19-20-21-22-25,10
3511,M5_soma_faixa_comum,01-02-03-06-07-08-12-13-14-16-17-19-21-24-25,10
3512,M1_aleatorio_puro,01-02-04-06-08-10-11-13-14-16-17-20-21-24-25,8
3512,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,11
3512,M3_mais_atrasadas,01-02-04-05-06-08-10-11-16-17-18-21-22-23-25,7
3512,M4_par_impar_balanceado,02-03-04-05-07-08-10-12-13-15-16-18-19-20-25,9
3512,M5_soma_faixa_comum,02-04-06-07-08-11-12-14-17-18-19-20-22-23-25,9
3513,M1_aleatorio_puro,03-04-05-08-09-11-13-14-15-19-20-21-22-24-25,10
3513,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,9
3513,M3_mais_atrasadas,01-05-07-08-10-11-12-13-15-16-18-21-23-24-25,9
3513,M4_par_impar_balanceado,01-02-03-07-09-12-13-14-16-17-18-19-20-22-24,9
3513,M5_soma_faixa_comum,02-03-06-07-08-10-11-12-14-15-21-22-23-24-25,9
3514,M1_aleatorio_puro,02-03-04-06-07-08-10-13-14-15-17-22-23-24-25,9
3514,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,9
3514,M3_mais_atrasadas,01-02-04-05-08-09-10-12-15-17-19-20-21-22-25,9
3514,M4_par_impar_balanceado,02-04-06-07-08-11-13-14-15-16-20-21-22-23-25,8
3514,M5_soma_faixa_comum,01-03-04-05-07-08-12-13-15-16-17-18-19-23-25,10
3515,M1_aleatorio_puro,01-03-04-06-07-09-10-13-16-18-20-22-23-24-25,9
3515,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,8
3515,M3_mais_atrasadas,01-02-07-09-10-11-14-15-16-18-19-20-21-22-25,8
3515,M4_par_impar_balanceado,02-05-06-07-08-09-10-12-13-14-15-16-18-19-25,8
3515,M5_soma_faixa_comum,01-02-03-06-07-08-10-11-13-19-21-22-23-24-25,8
3516,M1_aleatorio_puro,01-02-05-07-08-09-14-15-16-17-18-22-23-24-25,7
3516,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,8
3516,M3_mais_atrasadas,02-04-07-08-10-11-12-13-14-16-18-19-20-22-25,9
3516,M4_par_impar_balanceado,01-03-04-06-10-11-12-13-15-16-17-18-19-20-22,10
3516,M5_soma_faixa_comum,01-02-03-05-06-07-09-16-17-18-19-20-22-23-25,9
3517,M1_aleatorio_puro,01-03-09-11-12-13-14-15-17-19-21-22-23-24-25,10
3517,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,9
3517,M3_mais_atrasadas,01-04-05-06-07-08-09-10-11-12-16-18-20-22-24,9
3517,M4_par_impar_balanceado,04-05-06-07-10-12-13-14-15-16-19-20-23-24-25,6
3517,M5_soma_faixa_comum,01-04-07-08-09-10-12-14-16-17-18-19-23-24-25,9
3518,M1_aleatorio_puro,02-04-05-06-09-10-11-12-14-15-18-20-22-23-24,8
3518,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,9
3518,M3_mais_atrasadas,03-04-05-06-08-09-10-11-12-13-15-16-18-23-25,7
3518,M4_par_impar_balanceado,01-03-06-08-10-15-16-17-18-19-20-21-22-24-25,8
3518,M5_soma_faixa_comum,01-02-05-06-08-10-11-14-15-18-20-21-23-24-25,8
3519,M1_aleatorio_puro,01-03-05-06-09-10-12-14-17-19-21-22-23-24-25,8
3519,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,7
3519,M3_mais_atrasadas,01-03-04-08-09-10-13-15-17-18-20-21-22-23-25,10
3519,M4_par_impar_balanceado,01-04-06-08-10-13-14-15-17-18-19-21-22-24-25,10
3519,M5_soma_faixa_comum,01-03-04-05-06-07-10-11-13-15-19-20-23-24-25,8
3520,M1_aleatorio_puro,01-03-04-05-07-08-09-10-12-14-17-18-20-22-24,9
3520,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,7
3520,M3_mais_atrasadas,01-02-03-04-07-08-09-10-11-12-15-19-20-21-24,10
3520,M4_par_impar_balanceado,03-04-08-09-11-12-13-14-15-18-20-21-22-24-25,9
3520,M5_soma_faixa_comum,01-03-06-08-09-10-11-12-15-20-21-22-23-24-25,10
3521,M1_aleatorio_puro,01-02-03-06-07-10-11-13-15-17-18-19-21-22-23,10
3521,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,8
3521,M3_mais_atrasadas,01-02-04-05-06-09-11-12-14-16-17-20-22-24-25,7
3521,M4_par_impar_balanceado,02-03-04-05-06-08-09-11-13-14-18-20-21-24-25,8
3521,M5_soma_faixa_comum,01-03-04-06-07-10-12-13-14-16-17-19-20-24-25,8
3522,M1_aleatorio_puro,02-03-04-08-10-11-12-15-16-17-18-19-20-22-23,10
3522,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,11
3522,M3_mais_atrasadas,01-02-03-04-05-08-11-12-14-16-17-18-21-24-25,10
3522,M4_par_impar_balanceado,01-02-04-05-07-08-13-14-15-16-18-19-20-22-25,10
3522,M5_soma_faixa_comum,02-03-06-08-09-10-12-13-14-15-16-17-18-20-22,9
3523,M1_aleatorio_puro,02-04-05-06-08-11-12-13-17-18-19-21-22-23-25,9
3523,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,8
3523,M3_mais_atrasadas,01-03-06-08-09-13-14-16-18-19-21-22-23-24-25,9
3523,M4_par_impar_balanceado,01-02-05-07-08-09-10-12-13-14-16-17-20-24-25,10
3523,M5_soma_faixa_comum,01-03-04-05-07-08-10-11-14-16-17-19-20-22-23,9
3524,M1_aleatorio_puro,02-03-04-05-06-08-12-13-14-17-19-21-22-23-24,10
3524,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,10
3524,M3_mais_atrasadas,01-02-03-04-06-07-09-11-13-16-18-20-21-22-25,9
3524,M4_par_impar_balanceado,01-04-05-06-12-14-15-16-17-18-19-20-21-23-24,9
3524,M5_soma_faixa_comum,01-03-05-08-09-11-12-13-14-15-16-21-22-23-25,9
3525,M1_aleatorio_puro,02-04-06-07-08-09-11-12-13-16-17-18-20-21-22,8
3525,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,8
3525,M3_mais_atrasadas,01-02-05-06-07-08-10-11-12-13-19-20-21-23-25,8
3525,M4_par_impar_balanceado,01-05-06-08-10-11-13-16-17-18-19-20-21-22-24,9
3525,M5_soma_faixa_comum,01-02-03-05-07-08-14-15-16-17-19-21-22-23-25,10
3526,M1_aleatorio_puro,03-04-05-06-08-09-10-12-14-15-18-19-21-24-25,9
3526,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,7
3526,M3_mais_atrasadas,03-04-05-06-08-09-12-13-15-16-19-20-22-23-25,8
3526,M4_par_impar_balanceado,04-05-06-10-11-14-16-17-18-19-21-22-23-24-25,8
3526,M5_soma_faixa_comum,02-05-06-07-08-09-10-12-13-14-17-20-21-23-25,9
3527,M1_aleatorio_puro,02-04-05-10-11-12-14-15-17-18-19-20-21-23-24,9
3527,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,8
3527,M3_mais_atrasadas,02-04-05-06-07-08-09-10-11-13-15-16-17-24-25,10
3527,M4_par_impar_balanceado,01-03-04-06-08-09-10-12-15-17-18-21-22-24-25,7
3527,M5_soma_faixa_comum,01-02-07-08-09-11-12-14-17-18-19-20-21-23-25,8
3528,M1_aleatorio_puro,01-02-03-04-06-07-10-11-12-13-16-17-18-22-24,9
3528,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,9
3528,M3_mais_atrasadas,01-02-05-08-10-11-12-14-16-18-19-21-22-23-25,9
3528,M4_par_impar_balanceado,03-04-05-06-08-09-11-12-15-16-17-18-20-24-25,9
3528,M5_soma_faixa_comum,01-02-03-04-06-11-13-14-15-16-17-18-19-22-23,8
3529,M1_aleatorio_puro,01-04-05-06-09-12-13-14-15-17-18-20-21-22-25,8
3529,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,8
3529,M3_mais_atrasadas,01-02-04-05-08-11-12-13-14-15-16-17-19-21-25,9
3529,M4_par_impar_balanceado,02-03-06-07-08-11-12-14-15-16-17-19-20-21-24,11
3529,M5_soma_faixa_comum,01-03-04-05-06-07-11-14-15-18-19-22-23-24-25,9
3530,M1_aleatorio_puro,02-03-06-07-08-09-10-11-12-14-16-17-20-23-25,9
3530,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,11
3530,M3_mais_atrasadas,02-03-04-05-06-07-09-13-17-18-19-21-22-23-25,8
3530,M4_par_impar_balanceado,01-02-03-04-06-07-08-09-14-15-19-20-22-23-24,9
3530,M5_soma_faixa_comum,01-04-05-06-07-08-09-10-12-14-19-20-22-24-25,8
3531,M1_aleatorio_puro,01-02-06-08-12-13-14-15-16-17-19-20-21-23-24,7
3531,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,9
3531,M3_mais_atrasadas,01-03-04-05-06-08-09-10-12-14-17-18-19-20-21,10
3531,M4_par_impar_balanceado,02-05-06-09-11-12-13-14-16-18-19-21-22-24-25,8
3531,M5_soma_faixa_comum,01-02-04-05-07-08-09-11-12-14-16-20-22-24-25,10
3532,M1_aleatorio_puro,01-02-04-06-07-08-09-11-13-14-15-17-19-20-24,9
3532,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,9
3532,M3_mais_atrasadas,01-02-06-07-09-10-13-14-15-17-20-21-23-24-25,9
3532,M4_par_impar_balanceado,01-02-03-06-08-09-10-14-15-18-19-22-23-24-25,9
3532,M5_soma_faixa_comum,01-02-03-05-07-08-09-15-16-18-19-20-21-24-25,7
3533,M1_aleatorio_puro,01-03-04-05-06-07-10-11-13-14-17-20-23-24-25,10
3533,M2_mais_frequentes,01-02-03-04-05-10-11-12-13-14-18-20-22-24-25,10
3533,M3_mais_atrasadas,01-02-06-09-11-12-13-16-17-18-19-20-21-22-24,8
3533,M4_par_impar_balanceado,01-02-06-07-10-11-12-13-14-16-17-21-22-24-25,8
3533,M5_soma_faixa_comum,01-02-03-07-08-09-10-12-14-16-17-18-19-21-24,6
3534,M1_aleatorio_puro,02-05-07-08-09-10-12-13-14-15-16-17-18-19-22,10
3534,M2_mais_frequentes,01-02-03-04-05-10-11-12-13-14-18-20-22-24-25,8
3534,M3_mais_atrasadas,01-02-04-07-09-10-11-12-16-17-18-20-21-24-25,9
3534,M4_par_impar_balanceado,02-03-04-05-06-08-10-11-15-16-18-19-22-23-25,6
3534,M5_soma_faixa_comum,01-02-03-05-08-10-12-15-18-20-21-22-23-24-25,7
3535,M1_aleatorio_puro,01-03-04-05-07-08-11-12-15-16-17-18-20-21-25,8
3535,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,9
3535,M3_mais_atrasadas,02-03-04-05-06-08-09-10-13-15-18-20-23-24-25,10
3535,M4_par_impar_balanceado,03-04-06-08-11-13-15-16-18-19-20-21-22-23-24,11
3535,M5_soma_faixa_comum,01-02-03-05-06-07-13-14-15-16-19-20-22-24-25,10
3536,M1_aleatorio_puro,01-03-05-08-10-11-13-15-18-19-20-21-22-23-24,9
3536,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,8
3536,M3_mais_atrasadas,01-02-04-05-07-09-10-12-13-14-15-16-17-18-23,9
3536,M4_par_impar_balanceado,02-03-08-09-10-12-14-15-17-19-20-22-23-24-25,8
3536,M5_soma_faixa_comum,02-04-05-06-07-10-13-14-15-16-17-18-19-23-24,9
3537,M1_aleatorio_puro,01-02-04-06-08-09-10-13-14-15-16-17-19-22-23,8
3537,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,11
3537,M3_mais_atrasadas,01-02-05-06-08-10-12-13-14-16-19-20-21-23-25,8
3537,M4_par_impar_balanceado,02-03-06-08-09-13-14-16-17-18-20-21-22-23-25,7
3537,M5_soma_faixa_comum,03-04-06-07-10-11-12-13-14-15-17-18-19-22-24,9
3538,M1_aleatorio_puro,01-03-04-06-07-08-09-11-13-14-18-20-21-22-23,8
3538,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,11
3538,M3_mais_atrasadas,02-03-04-05-06-08-09-11-13-14-16-17-18-22-23,9
3538,M4_par_impar_balanceado,02-03-04-06-07-10-11-12-13-15-16-19-20-21-24,8
3538,M5_soma_faixa_comum,01-05-06-07-08-09-10-11-13-15-19-21-23-24-25,9
3539,M1_aleatorio_puro,02-03-07-08-09-11-13-14-16-17-20-21-22-24-25,10
3539,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,9
3539,M3_mais_atrasadas,01-04-06-07-09-10-11-12-14-15-16-18-19-20-23,11
3539,M4_par_impar_balanceado,02-04-05-06-09-13-14-16-17-18-19-20-21-22-23,9
3539,M5_soma_faixa_comum,01-02-03-06-08-09-10-12-13-15-16-17-23-24-25,9
3540,M1_aleatorio_puro,01-02-05-08-09-10-12-16-17-18-21-22-23-24-25,10
3540,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,10
3540,M3_mais_atrasadas,01-03-04-05-06-07-10-12-15-16-17-20-21-22-25,9
3540,M4_par_impar_balanceado,01-02-03-05-08-09-10-12-13-14-16-18-19-22-23,12
3540,M5_soma_faixa_comum,02-05-06-08-09-11-12-14-16-17-18-20-22-23-24,9
3541,M1_aleatorio_puro,02-04-05-06-07-08-11-12-13-16-17-18-20-22-25,9
3541,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,7
3541,M3_mais_atrasadas,01-02-04-07-08-11-12-16-17-18-19-20-21-23-24,10
3541,M4_par_impar_balanceado,01-02-04-05-06-08-10-12-15-17-18-19-22-23-25,10
3541,M5_soma_faixa_comum,01-03-06-08-09-10-12-13-15-17-18-19-21-22-24,9
3542,M1_aleatorio_puro,01-02-03-04-06-08-09-10-11-13-14-15-19-20-25,8
3542,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,9
3542,M3_mais_atrasadas,04-05-07-09-10-11-12-13-15-16-18-19-20-22-24,9
3542,M4_par_impar_balanceado,02-03-06-07-08-09-10-12-15-17-18-20-21-23-24,8
3542,M5_soma_faixa_comum,02-03-04-06-07-08-11-12-14-15-20-21-23-24-25,9
3543,M1_aleatorio_puro,01-05-06-08-11-12-15-16-17-18-20-21-22-23-24,10
3543,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,8
3543,M3_mais_atrasadas,03-04-06-07-08-09-10-14-15-16-17-19-20-23-24,10
3543,M4_par_impar_balanceado,04-05-06-07-08-09-10-14-15-17-19-20-21-22-24,12
3543,M5_soma_faixa_comum,03-04-05-06-09-10-11-13-14-19-20-21-22-24-25,9
3544,M1_aleatorio_puro,02-03-06-07-11-13-15-16-17-18-19-20-21-22-25,8
3544,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,9
3544,M3_mais_atrasadas,02-03-04-08-10-11-12-13-16-17-18-19-22-23-24,8
3544,M4_par_impar_balanceado,01-02-05-07-08-10-12-13-14-18-21-22-23-24-25,9
3544,M5_soma_faixa_comum,01-03-06-08-09-10-11-13-15-16-18-19-22-24-25,8
3545,M1_aleatorio_puro,01-03-04-05-06-08-11-12-14-16-19-21-22-23-24,11
3545,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,9
3545,M3_mais_atrasadas,02-03-04-06-07-08-09-13-14-16-18-19-21-22-24,8
3545,M4_par_impar_balanceado,03-05-06-07-10-12-14-15-16-17-19-20-21-22-24,10
3545,M5_soma_faixa_comum,01-04-05-06-07-09-10-11-13-18-19-20-21-23-25,10
3546,M1_aleatorio_puro,02-04-05-06-08-09-11-12-13-14-17-18-21-24-25,9
3546,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,10
3546,M3_mais_atrasadas,02-03-07-09-10-13-14-15-16-18-19-21-22-23-24,9
3546,M4_par_impar_balanceado,01-03-06-07-08-10-11-14-15-16-18-19-20-21-24,8
3546,M5_soma_faixa_comum,01-02-03-04-05-08-13-14-15-16-17-19-20-23-25,9
3547,M1_aleatorio_puro,02-04-05-07-10-12-13-14-15-16-18-19-20-24-25,11
3547,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,8
3547,M3_mais_atrasadas,01-04-06-09-10-14-15-16-17-19-20-21-22-23-24,10
3547,M4_par_impar_balanceado,02-03-05-08-12-14-17-18-19-20-21-22-23-24-25,10
3547,M5_soma_faixa_comum,01-04-05-07-08-09-11-12-14-16-17-19-20-23-25,8
3548,M1_aleatorio_puro,01-03-04-05-08-11-14-15-16-18-19-20-21-22-24,8
